"Depth_m","T_C","Salinity","Cond_uScm","EC25_uScm","Density_kgm3","Chla_ugL","Turbidity_FTU","DO_pc","DO_mgL","Lake"
0,25.257,0.309,0.6381,634.51,997.214,2.64,2.36,115.87,9.491,"Ar"
0.1,25.244,0.308,0.6376,634.226,997.217,3.12,2.52,121.99,9.995,"Ar"
0.2,25.234,0.309,0.6379,634.635,997.221,3.18,2.66,124.53,10.205,"Ar"
0.3,25.23,0.309,0.6377,634.519,997.222,3.33,2.78,126.08,10.33,"Ar"
0.4,25.217,0.309,0.6377,634.681,997.226,3.35,2.85,127.63,10.461,"Ar"
0.5,25.216,0.309,0.6376,634.537,997.227,3.52,2.89,129.07,10.578,"Ar"
0.6,25.215,0.309,0.6377,634.714,997.227,3.59,3.09,129.6,10.622,"Ar"
0.7,25.207,0.309,0.6377,634.798,997.23,3.58,3.05,129.78,10.638,"Ar"
0.8,25.208,0.309,0.6376,634.733,997.23,3.71,2.89,130.14,10.668,"Ar"
0.9,25.163,0.309,0.6369,634.631,997.242,3.82,2.95,130.23,10.681,"Ar"
1,25.131,0.309,0.6367,634.902,997.251,3.89,2.82,130.51,10.716,"Ar"
1.1,25.094,0.309,0.6363,635.017,997.261,3.95,2.77,130.75,10.738,"Ar"
1.2,25.058,0.309,0.636,635.203,997.271,4.03,2.62,130.48,10.72,"Ar"
1.3,24.999,0.309,0.6353,635.279,997.286,4.15,2.77,130.56,10.74,"Ar"
1.4,24.914,0.309,0.6344,635.594,997.309,3.95,2.59,130.72,10.766,"Ar"
1.5,24.896,0.309,0.6344,635.895,997.314,3.92,2.73,130.59,10.764,"Ar"
1.6,24.772,0.31,0.6338,637.044,997.346,4.13,2.46,129.83,10.706,"Ar"
1.7,24.715,0.309,0.6313,635.237,997.36,4.43,2.82,129.71,10.725,"Ar"
1.8,24.611,0.309,0.6306,636.004,997.388,4.19,3.06,129.34,10.72,"Ar"
1.9,24.638,0.309,0.6312,636.264,997.381,4.18,2.89,128.67,10.665,"Ar"
2,24.572,0.309,0.6299,635.854,997.398,4.09,2.78,128.65,10.671,"Ar"
2.1,24.447,0.309,0.6283,636.072,997.43,4.37,2.73,128.68,10.696,"Ar"
2.2,24.315,0.309,0.6266,636.2,997.464,4.39,2.81,128.85,10.737,"Ar"
2.3,24.21,0.31,0.6271,638.227,997.491,4.32,3.16,128.28,10.707,"Ar"
2.4,24.194,0.309,0.6262,637.526,997.495,4.59,2.89,127.81,10.671,"Ar"
2.5,24.169,0.31,0.6261,637.767,997.502,4.65,2.62,127.01,10.61,"Ar"
2.6,24.141,0.31,0.6261,638.168,997.509,4.26,2.71,126.03,10.535,"Ar"
2.7,24.121,0.31,0.6258,638.166,997.515,4.35,2.71,124.93,10.446,"Ar"
2.8,24.045,0.31,0.625,638.363,997.534,4.39,2.48,124.09,10.393,"Ar"
2.9,23.985,0.31,0.6251,639.385,997.55,4.73,2.31,121.69,10.205,"Ar"
3,23.968,0.31,0.6246,639.091,997.554,4.57,2.42,120.82,10.136,"Ar"
3.1,23.893,0.311,0.625,640.609,997.574,4.46,2,117.83,9.892,"Ar"
3.2,23.853,0.311,0.6242,640.384,997.584,4.49,3.06,116.42,9.781,"Ar"
3.3,23.681,0.311,0.6232,641.846,997.627,4.71,1.93,115.25,9.725,"Ar"
3.4,23.416,0.312,0.6214,643.815,997.693,4.18,1.64,112.07,9.492,"Ar"
3.5,23.217,0.313,0.6214,646.748,997.742,3.78,1.53,106.11,9.018,"Ar"
3.6,23.125,0.313,0.6201,646.746,997.764,3.87,1.49,97.12,8.264,"Ar"
3.7,23.038,0.314,0.6194,647.328,997.786,3.33,1.4,87.65,7.476,"Ar"
3.8,22.942,0.314,0.6181,647.38,997.809,3.46,1.47,77.14,6.591,"Ar"
3.9,22.715,0.314,0.616,648.653,997.863,3.4,1.53,66.87,5.737,"Ar"
4,22.388,0.315,0.6136,650.987,997.941,3.19,1.78,59.47,5.136,"Ar"
4.1,22.198,0.314,0.6093,649.308,997.984,2.87,2,55.75,4.835,"Ar"
4.2,21.984,0.316,0.6107,654.146,998.035,2.81,2.13,43.84,3.814,"Ar"
4.3,22.004,0.315,0.608,650.928,998.03,2.92,2.17,31.55,2.745,"Ar"
4.4,21.899,0.315,0.6072,651.618,998.054,3.05,2.36,25.75,2.245,"Ar"
4.5,21.783,0.315,0.6064,652.623,998.081,3.07,2.5,17.84,1.558,"Ar"
4.6,21.765,0.315,0.6048,651.16,998.085,3.45,2.99,15.7,1.373,"Ar"
4.7,21.446,0.315,0.6017,652.76,998.157,3.89,2.7,10.73,0.942,"Ar"
4.8,21.12,0.317,0.6005,656.508,998.231,3.91,1.89,8.54,0.756,"Ar"
4.9,20.897,0.317,0.5976,656.899,998.28,4.17,1.74,6.93,0.616,"Ar"
5,20.59,0.318,0.5955,659.496,998.347,4.95,2.06,5.14,0.458,"Ar"
5.1,20.24,0.318,0.5913,660.501,998.422,5.42,2.55,3.52,0.317,"Ar"
5.2,19.813,0.318,0.5857,661.099,998.51,7.18,2.71,2.74,0.249,"Ar"
5.3,19.433,0.32,0.5852,666.842,998.59,7.56,2.29,1.73,0.158,"Ar"
5.4,19.034,0.321,0.5811,668.902,998.67,7.73,2.28,1.15,0.106,"Ar"
5.5,18.938,0.319,0.5772,666.059,998.688,7.84,2.24,0.96,0.088,"Ar"
5.6,18.834,0.32,0.5769,667.465,998.71,8.03,2.1,0.8,0.074,"Ar"
5.7,18.735,0.32,0.5755,667.5,998.729,8.84,2.45,0.64,0.059,"Ar"
5.8,18.775,0.32,0.576,667.421,998.722,8.49,2.27,0.44,0.041,"Ar"
5.9,18.635,0.318,0.5718,664.877,998.748,9.67,2.43,0.42,0.039,"Ar"
6,18.273,0.32,0.5697,668.662,998.819,10.86,2.62,0.38,0.036,"Ar"
6.1,17.897,0.321,0.566,670.834,998.89,11.69,2.82,0.33,0.031,"Ar"
6.2,17.533,0.321,0.562,672.432,998.957,12.05,2.6,0.28,0.027,"Ar"
6.3,17.16,0.321,0.5569,673.016,999.024,13.24,2.5,0.25,0.024,"Ar"
6.4,16.768,0.323,0.5555,678.413,999.094,14.69,2.27,0.24,0.023,"Ar"
6.5,16.537,0.322,0.5504,676.324,999.133,15.37,2.53,0.22,0.021,"Ar"
6.6,15.875,0.322,0.5433,679.764,999.244,14.13,3.12,0.2,0.02,"Ar"
6.7,15.284,0.321,0.5341,679.262,999.337,12.14,3.38,0.17,0.017,"Ar"
6.8,14.866,0.322,0.5293,681.161,999.402,9.44,3.79,0.17,0.017,"Ar"
6.9,14.698,0.323,0.5293,684.442,999.428,8.84,3.83,0.14,0.014,"Ar"
7,14.278,0.32,0.52,680.507,999.488,7.96,4.09,0.14,0.014,"Ar"
7.1,14.106,0.322,0.5207,684.777,999.514,7.66,4.3,0.12,0.013,"Ar"
7.2,13.961,0.32,0.5156,680.94,999.533,5.71,3.19,0.13,0.014,"Ar"
7.3,13.723,0.321,0.5149,684.734,999.568,4.53,2.43,0.13,0.013,"Ar"
7.4,13.614,0.32,0.5113,682.179,999.582,5.58,3.34,0.12,0.012,"Ar"
7.5,13.476,0.32,0.5094,682.424,999.601,6.96,4.08,0.12,0.012,"Ar"
7.6,13.314,0.32,0.5069,682.365,999.623,5.94,3.6,0.12,0.012,"Ar"
7.7,12.991,0.32,0.5042,685.295,999.665,7.26,4.11,0.1,0.01,"Ar"
7.8,12.749,0.321,0.502,687.183,999.697,9.01,4.78,0.11,0.011,"Ar"
7.9,12.617,0.32,0.4997,686.751,999.713,7.52,3.95,0.1,0.011,"Ar"
8,12.493,0.322,0.4997,689.411,999.73,7.58,4.16,0.11,0.012,"Ar"
8.1,12.272,0.323,0.4988,692.827,999.758,7.74,3.99,0.1,0.011,"Ar"
8.2,12.152,0.321,0.4948,689.802,999.771,8.18,4.13,0.11,0.012,"Ar"
8.3,11.935,0.322,0.4929,691.745,999.797,11.84,4.69,0.11,0.012,"Ar"
8.4,11.773,0.32,0.4889,689.542,999.815,10.49,4.05,0.1,0.011,"Ar"
8.5,11.59,0.321,0.4875,691.558,999.836,10.2,3.7,0.1,0.011,"Ar"
8.6,11.435,0.322,0.4867,693.723,999.854,10.77,3.58,0.1,0.011,"Ar"
8.7,11.328,0.322,0.4863,695.574,999.866,11.5,3.56,0.1,0.01,"Ar"
8.8,11.162,0.324,0.4876,701.048,999.886,12.18,3.41,0.1,0.011,"Ar"
8.9,11.062,0.322,0.4825,695.92,999.895,12.29,3.67,0.12,0.013,"Ar"
9,10.964,0.322,0.4814,696.533,999.905,12.83,3.76,0.11,0.012,"Ar"
9.1,10.93,0.322,0.4818,697.816,999.91,13.75,3.38,0.09,0.009,"Ar"
9.2,10.76,0.322,0.4792,697.834,999.927,13.81,3.51,0.1,0.011,"Ar"
9.3,10.614,0.323,0.4785,700.087,999.942,14.22,3.49,0.1,0.011,"Ar"
9.4,10.501,0.324,0.4791,703.455,999.955,14.27,3.33,0.1,0.011,"Ar"
9.5,10.372,0.324,0.477,703.32,999.967,14.6,3.23,0.09,0.011,"Ar"
9.6,10.285,0.324,0.4761,704.066,999.976,14.74,3.24,0.11,0.012,"Ar"
9.7,10.177,0.325,0.4763,706.832,999.987,15.2,3.27,0.11,0.012,"Ar"
9.8,10.166,0.324,0.4749,704.932,999.988,14.96,3.13,0.11,0.012,"Ar"
9.9,10.052,0.324,0.4739,706.126,999.999,15.03,3.03,0.12,0.014,"Ar"
10,9.949,0.324,0.4724,706.19,1000.009,15.01,3.09,0.12,0.013,"Ar"
10.1,9.872,0.326,0.4734,709.605,1000.017,14.87,2.95,0.1,0.012,"Ar"
10.2,9.881,0.325,0.4726,708.161,1000.016,14.79,2.88,0.09,0.011,"Ar"
10.3,9.821,0.324,0.4712,707.368,1000.021,14.65,2.95,0.09,0.011,"Ar"
10.4,9.732,0.326,0.472,710.687,1000.031,14.4,2.98,0.1,0.011,"Ar"
10.5,9.691,0.327,0.4726,712.595,1000.035,14.2,3.06,0.09,0.01,"Ar"
10.6,9.639,0.325,0.4696,709.359,1000.039,13.55,2.84,0.11,0.013,"Ar"
10.7,9.51,0.326,0.4691,711.629,1000.051,13.03,2.8,0.11,0.013,"Ar"
10.8,9.436,0.326,0.4694,713.779,1000.058,12.62,2.63,0.1,0.012,"Ar"
10.9,9.406,0.327,0.4696,714.857,1000.061,12.39,2.64,0.1,0.011,"Ar"
11,9.348,0.327,0.4684,714.43,1000.066,12.02,2.66,0.11,0.013,"Ar"
11.1,9.297,0.328,0.4695,717.342,1000.072,11.38,2.34,0.11,0.013,"Ar"
11.2,9.378,0.326,0.4684,713.71,1000.064,11.24,2.43,0.11,0.012,"Ar"
11.3,9.252,0.327,0.4681,716.253,1000.076,10.95,2.57,0.1,0.011,"Ar"
11.4,9.176,0.328,0.4678,717.627,1000.082,10.35,2.41,0.11,0.013,"Ar"
11.5,9.134,0.328,0.4677,718.435,1000.086,10.19,2.48,0.11,0.013,"Ar"
11.6,9.116,0.328,0.4679,719.227,1000.088,10.03,2.43,0.11,0.012,"Ar"
11.7,9.09,0.328,0.4677,719.475,1000.091,9.82,2.36,0.1,0.011,"Ar"
11.8,9.063,0.328,0.467,719.112,1000.093,9.58,2.39,0.1,0.012,"Ar"
11.9,9.116,0.328,0.4678,719.097,1000.09,9.5,2.21,0.11,0.012,"Ar"
12,9.029,0.329,0.4674,720.647,1000.097,9.18,2.25,0.11,0.013,"Ar"
12.1,9.003,0.329,0.4671,720.738,1000.1,9.11,2.31,0.09,0.01,"Ar"
12.2,8.954,0.329,0.4665,721.034,1000.104,8.91,2.27,0.1,0.011,"Ar"
12.3,8.941,0.329,0.4667,721.595,1000.106,8.99,2.38,0.1,0.011,"Ar"
12.4,8.945,0.328,0.4661,720.687,1000.105,8.96,2.38,0.1,0.011,"Ar"
12.5,8.923,0.329,0.4662,721.327,1000.108,8.83,2.38,0.1,0.012,"Ar"
12.6,8.903,0.329,0.466,721.494,1000.11,8.7,2.36,0.1,0.012,"Ar"
12.7,8.88,0.329,0.4664,722.724,1000.112,8.63,2.29,0.09,0.011,"Ar"
12.8,8.892,0.33,0.4672,723.625,1000.112,8.56,2.11,0.09,0.01,"Ar"
12.9,8.851,0.329,0.466,722.874,1000.115,8.42,2.38,0.09,0.011,"Ar"
13,8.904,0.329,0.4665,722.243,1000.112,8.37,2.21,0.08,0.01,"Ar"
13.1,8.844,0.329,0.466,723.025,1000.117,8.28,2.29,0.1,0.012,"Ar"
13.2,8.825,0.329,0.4659,723.309,1000.119,8.44,2.42,0.1,0.011,"Ar"
13.3,8.821,0.33,0.4663,724.03,1000.12,8.37,2.43,0.09,0.01,"Ar"
13.4,8.821,0.329,0.4658,723.244,1000.12,8.34,2.39,0.08,0.01,"Ar"
13.5,8.82,0.329,0.4658,723.187,1000.121,8.28,2.36,0.08,0.01,"Ar"
13.6,8.804,0.329,0.4658,723.684,1000.122,8.3,2.42,0.07,0.008,"Ar"
13.7,8.8,0.33,0.4663,724.527,1000.123,8.24,2.36,0.08,0.009,"Ar"
13.8,8.816,0.329,0.4657,723.191,1000.122,8.65,2.71,0.07,0.009,"Ar"
13.9,8.802,0.33,0.4661,724.159,1000.124,8.33,2.38,0.07,0.008,"Ar"
14,8.811,0.329,0.4656,723.123,1000.124,8.37,2.49,0.08,0.009,"Ar"
14.1,8.797,0.329,0.4658,723.75,1000.125,8.18,2.39,0.07,0.008,"Ar"
14.2,8.795,0.329,0.4656,723.588,1000.126,8.19,2.42,0.07,0.008,"Ar"
14.3,8.784,0.329,0.4656,723.767,1000.127,8.24,2.39,0.07,0.008,"Ar"
14.4,8.778,0.33,0.4657,724.1,1000.128,8.25,2.32,0.07,0.008,"Ar"
14.5,8.787,0.33,0.466,724.416,1000.128,8.15,2.21,0.07,0.008,"Ar"
14.6,8.779,0.329,0.4655,723.725,1000.129,8.35,2.32,0.06,0.007,"Ar"
14.7,8.778,0.329,0.4654,723.679,1000.129,8.32,2.41,0.07,0.008,"Ar"
14.8,8.779,0.329,0.4655,723.757,1000.13,8.34,2.39,0.07,0.008,"Ar"
14.9,8.77,0.33,0.4656,724.142,1000.131,8.4,2.39,0.06,0.007,"Ar"
15,8.775,0.33,0.4656,724.07,1000.131,8.34,2.35,0.06,0.007,"Ar"
15.1,8.769,0.329,0.4654,723.928,1000.132,8.46,2.34,0.07,0.008,"Ar"
15.2,8.772,0.33,0.4655,723.941,1000.132,8.46,2.46,0.07,0.008,"Ar"
15.3,8.778,0.33,0.4657,724.177,1000.132,8.24,2.17,0.06,0.007,"Ar"
15.4,8.767,0.33,0.4656,724.213,1000.134,8.32,2.34,0.06,0.007,"Ar"
15.5,8.763,0.33,0.4655,724.266,1000.134,8.53,2.48,0.06,0.006,"Ar"
15.6,8.754,0.33,0.4656,724.54,1000.136,8.94,2.49,0.06,0.007,"Ar"
15.7,8.76,0.33,0.4657,724.516,1000.136,9.35,2.98,0.06,0.007,"Ar"
15.8,8.758,0.33,0.4655,724.364,1000.136,10.53,4.87,0.06,0.007,"Ar"
15.9,8.708,0.335,0.4715,734.906,1000.144,0.2,17.59,0.04,0.004,"Ar"
0,25.257,0.309,0.6381,634.51,997.214,2.64,2.36,115.87,9.491,"Ar"
0.1,25.244,0.308,0.6376,634.226,997.217,3.12,2.52,121.99,9.995,"Ar"
0.2,25.234,0.309,0.6379,634.635,997.221,3.18,2.66,124.53,10.205,"Ar"
0.3,25.23,0.309,0.6377,634.519,997.222,3.33,2.78,126.08,10.33,"Ar"
0.4,25.217,0.309,0.6377,634.681,997.226,3.35,2.85,127.63,10.461,"Ar"
0.5,25.216,0.309,0.6376,634.537,997.227,3.52,2.89,129.07,10.578,"Ar"
0.6,25.215,0.309,0.6377,634.714,997.227,3.59,3.09,129.6,10.622,"Ar"
0.7,25.207,0.309,0.6377,634.798,997.23,3.58,3.05,129.78,10.638,"Ar"
0.8,25.208,0.309,0.6376,634.733,997.23,3.71,2.89,130.14,10.668,"Ar"
0.9,25.163,0.309,0.6369,634.631,997.242,3.82,2.95,130.23,10.681,"Ar"
1,25.131,0.309,0.6367,634.902,997.251,3.89,2.82,130.51,10.716,"Ar"
1.1,25.094,0.309,0.6363,635.017,997.261,3.95,2.77,130.75,10.738,"Ar"
1.2,25.058,0.309,0.636,635.203,997.271,4.03,2.62,130.48,10.72,"Ar"
1.3,24.999,0.309,0.6353,635.279,997.286,4.15,2.77,130.56,10.74,"Ar"
1.4,24.914,0.309,0.6344,635.594,997.309,3.95,2.59,130.72,10.766,"Ar"
1.5,24.896,0.309,0.6344,635.895,997.314,3.92,2.73,130.59,10.764,"Ar"
1.6,24.772,0.31,0.6338,637.044,997.346,4.13,2.46,129.83,10.706,"Ar"
1.7,24.715,0.309,0.6313,635.237,997.36,4.43,2.82,129.71,10.725,"Ar"
1.8,24.611,0.309,0.6306,636.004,997.388,4.19,3.06,129.34,10.72,"Ar"
1.9,24.638,0.309,0.6312,636.264,997.381,4.18,2.89,128.67,10.665,"Ar"
2,24.572,0.309,0.6299,635.854,997.398,4.09,2.78,128.65,10.671,"Ar"
2.1,24.447,0.309,0.6283,636.072,997.43,4.37,2.73,128.68,10.696,"Ar"
2.2,24.315,0.309,0.6266,636.2,997.464,4.39,2.81,128.85,10.737,"Ar"
2.3,24.21,0.31,0.6271,638.227,997.491,4.32,3.16,128.28,10.707,"Ar"
2.4,24.194,0.309,0.6262,637.526,997.495,4.59,2.89,127.81,10.671,"Ar"
2.5,24.169,0.31,0.6261,637.767,997.502,4.65,2.62,127.01,10.61,"Ar"
2.6,24.141,0.31,0.6261,638.168,997.509,4.26,2.71,126.03,10.535,"Ar"
2.7,24.121,0.31,0.6258,638.166,997.515,4.35,2.71,124.93,10.446,"Ar"
2.8,24.045,0.31,0.625,638.363,997.534,4.39,2.48,124.09,10.393,"Ar"
2.9,23.985,0.31,0.6251,639.385,997.55,4.73,2.31,121.69,10.205,"Ar"
3,23.968,0.31,0.6246,639.091,997.554,4.57,2.42,120.82,10.136,"Ar"
3.1,23.893,0.311,0.625,640.609,997.574,4.46,2,117.83,9.892,"Ar"
3.2,23.853,0.311,0.6242,640.384,997.584,4.49,3.06,116.42,9.781,"Ar"
3.3,23.681,0.311,0.6232,641.846,997.627,4.71,1.93,115.25,9.725,"Ar"
3.4,23.416,0.312,0.6214,643.815,997.693,4.18,1.64,112.07,9.492,"Ar"
3.5,23.217,0.313,0.6214,646.748,997.742,3.78,1.53,106.11,9.018,"Ar"
3.6,23.125,0.313,0.6201,646.746,997.764,3.87,1.49,97.12,8.264,"Ar"
3.7,23.038,0.314,0.6194,647.328,997.786,3.33,1.4,87.65,7.476,"Ar"
3.8,22.942,0.314,0.6181,647.38,997.809,3.46,1.47,77.14,6.591,"Ar"
3.9,22.715,0.314,0.616,648.653,997.863,3.4,1.53,66.87,5.737,"Ar"
4,22.388,0.315,0.6136,650.987,997.941,3.19,1.78,59.47,5.136,"Ar"
4.1,22.198,0.314,0.6093,649.308,997.984,2.87,2,55.75,4.835,"Ar"
4.2,21.984,0.316,0.6107,654.146,998.035,2.81,2.13,43.84,3.814,"Ar"
4.3,22.004,0.315,0.608,650.928,998.03,2.92,2.17,31.55,2.745,"Ar"
4.4,21.899,0.315,0.6072,651.618,998.054,3.05,2.36,25.75,2.245,"Ar"
4.5,21.783,0.315,0.6064,652.623,998.081,3.07,2.5,17.84,1.558,"Ar"
4.6,21.765,0.315,0.6048,651.16,998.085,3.45,2.99,15.7,1.373,"Ar"
4.7,21.446,0.315,0.6017,652.76,998.157,3.89,2.7,10.73,0.942,"Ar"
4.8,21.12,0.317,0.6005,656.508,998.231,3.91,1.89,8.54,0.756,"Ar"
4.9,20.897,0.317,0.5976,656.899,998.28,4.17,1.74,6.93,0.616,"Ar"
5,20.59,0.318,0.5955,659.496,998.347,4.95,2.06,5.14,0.458,"Ar"
5.1,20.24,0.318,0.5913,660.501,998.422,5.42,2.55,3.52,0.317,"Ar"
5.2,19.813,0.318,0.5857,661.099,998.51,7.18,2.71,2.74,0.249,"Ar"
5.3,19.433,0.32,0.5852,666.842,998.59,7.56,2.29,1.73,0.158,"Ar"
5.4,19.034,0.321,0.5811,668.902,998.67,7.73,2.28,1.15,0.106,"Ar"
5.5,18.938,0.319,0.5772,666.059,998.688,7.84,2.24,0.96,0.088,"Ar"
5.6,18.834,0.32,0.5769,667.465,998.71,8.03,2.1,0.8,0.074,"Ar"
5.7,18.735,0.32,0.5755,667.5,998.729,8.84,2.45,0.64,0.059,"Ar"
5.8,18.775,0.32,0.576,667.421,998.722,8.49,2.27,0.44,0.041,"Ar"
5.9,18.635,0.318,0.5718,664.877,998.748,9.67,2.43,0.42,0.039,"Ar"
6,18.273,0.32,0.5697,668.662,998.819,10.86,2.62,0.38,0.036,"Ar"
6.1,17.897,0.321,0.566,670.834,998.89,11.69,2.82,0.33,0.031,"Ar"
6.2,17.533,0.321,0.562,672.432,998.957,12.05,2.6,0.28,0.027,"Ar"
6.3,17.16,0.321,0.5569,673.016,999.024,13.24,2.5,0.25,0.024,"Ar"
6.4,16.768,0.323,0.5555,678.413,999.094,14.69,2.27,0.24,0.023,"Ar"
6.5,16.537,0.322,0.5504,676.324,999.133,15.37,2.53,0.22,0.021,"Ar"
6.6,15.875,0.322,0.5433,679.764,999.244,14.13,3.12,0.2,0.02,"Ar"
6.7,15.284,0.321,0.5341,679.262,999.337,12.14,3.38,0.17,0.017,"Ar"
6.8,14.866,0.322,0.5293,681.161,999.402,9.44,3.79,0.17,0.017,"Ar"
6.9,14.698,0.323,0.5293,684.442,999.428,8.84,3.83,0.14,0.014,"Ar"
7,14.278,0.32,0.52,680.507,999.488,7.96,4.09,0.14,0.014,"Ar"
7.1,14.106,0.322,0.5207,684.777,999.514,7.66,4.3,0.12,0.013,"Ar"
7.2,13.961,0.32,0.5156,680.94,999.533,5.71,3.19,0.13,0.014,"Ar"
7.3,13.723,0.321,0.5149,684.734,999.568,4.53,2.43,0.13,0.013,"Ar"
7.4,13.614,0.32,0.5113,682.179,999.582,5.58,3.34,0.12,0.012,"Ar"
7.5,13.476,0.32,0.5094,682.424,999.601,6.96,4.08,0.12,0.012,"Ar"
7.6,13.314,0.32,0.5069,682.365,999.623,5.94,3.6,0.12,0.012,"Ar"
7.7,12.991,0.32,0.5042,685.295,999.665,7.26,4.11,0.1,0.01,"Ar"
7.8,12.749,0.321,0.502,687.183,999.697,9.01,4.78,0.11,0.011,"Ar"
7.9,12.617,0.32,0.4997,686.751,999.713,7.52,3.95,0.1,0.011,"Ar"
8,12.493,0.322,0.4997,689.411,999.73,7.58,4.16,0.11,0.012,"Ar"
8.1,12.272,0.323,0.4988,692.827,999.758,7.74,3.99,0.1,0.011,"Ar"
8.2,12.152,0.321,0.4948,689.802,999.771,8.18,4.13,0.11,0.012,"Ar"
8.3,11.935,0.322,0.4929,691.745,999.797,11.84,4.69,0.11,0.012,"Ar"
8.4,11.773,0.32,0.4889,689.542,999.815,10.49,4.05,0.1,0.011,"Ar"
8.5,11.59,0.321,0.4875,691.558,999.836,10.2,3.7,0.1,0.011,"Ar"
8.6,11.435,0.322,0.4867,693.723,999.854,10.77,3.58,0.1,0.011,"Ar"
8.7,11.328,0.322,0.4863,695.574,999.866,11.5,3.56,0.1,0.01,"Ar"
8.8,11.162,0.324,0.4876,701.048,999.886,12.18,3.41,0.1,0.011,"Ar"
8.9,11.062,0.322,0.4825,695.92,999.895,12.29,3.67,0.12,0.013,"Ar"
9,10.964,0.322,0.4814,696.533,999.905,12.83,3.76,0.11,0.012,"Ar"
9.1,10.93,0.322,0.4818,697.816,999.91,13.75,3.38,0.09,0.009,"Ar"
9.2,10.76,0.322,0.4792,697.834,999.927,13.81,3.51,0.1,0.011,"Ar"
9.3,10.614,0.323,0.4785,700.087,999.942,14.22,3.49,0.1,0.011,"Ar"
9.4,10.501,0.324,0.4791,703.455,999.955,14.27,3.33,0.1,0.011,"Ar"
9.5,10.372,0.324,0.477,703.32,999.967,14.6,3.23,0.09,0.011,"Ar"
9.6,10.285,0.324,0.4761,704.066,999.976,14.74,3.24,0.11,0.012,"Ar"
9.7,10.177,0.325,0.4763,706.832,999.987,15.2,3.27,0.11,0.012,"Ar"
9.8,10.166,0.324,0.4749,704.932,999.988,14.96,3.13,0.11,0.012,"Ar"
9.9,10.052,0.324,0.4739,706.126,999.999,15.03,3.03,0.12,0.014,"Ar"
10,9.949,0.324,0.4724,706.19,1000.009,15.01,3.09,0.12,0.013,"Ar"
10.1,9.872,0.326,0.4734,709.605,1000.017,14.87,2.95,0.1,0.012,"Ar"
10.2,9.881,0.325,0.4726,708.161,1000.016,14.79,2.88,0.09,0.011,"Ar"
10.3,9.821,0.324,0.4712,707.368,1000.021,14.65,2.95,0.09,0.011,"Ar"
10.4,9.732,0.326,0.472,710.687,1000.031,14.4,2.98,0.1,0.011,"Ar"
10.5,9.691,0.327,0.4726,712.595,1000.035,14.2,3.06,0.09,0.01,"Ar"
10.6,9.639,0.325,0.4696,709.359,1000.039,13.55,2.84,0.11,0.013,"Ar"
10.7,9.51,0.326,0.4691,711.629,1000.051,13.03,2.8,0.11,0.013,"Ar"
10.8,9.436,0.326,0.4694,713.779,1000.058,12.62,2.63,0.1,0.012,"Ar"
10.9,9.406,0.327,0.4696,714.857,1000.061,12.39,2.64,0.1,0.011,"Ar"
11,9.348,0.327,0.4684,714.43,1000.066,12.02,2.66,0.11,0.013,"Ar"
11.1,9.297,0.328,0.4695,717.342,1000.072,11.38,2.34,0.11,0.013,"Ar"
11.2,9.378,0.326,0.4684,713.71,1000.064,11.24,2.43,0.11,0.012,"Ar"
11.3,9.252,0.327,0.4681,716.253,1000.076,10.95,2.57,0.1,0.011,"Ar"
11.4,9.176,0.328,0.4678,717.627,1000.082,10.35,2.41,0.11,0.013,"Ar"
11.5,9.134,0.328,0.4677,718.435,1000.086,10.19,2.48,0.11,0.013,"Ar"
11.6,9.116,0.328,0.4679,719.227,1000.088,10.03,2.43,0.11,0.012,"Ar"
11.7,9.09,0.328,0.4677,719.475,1000.091,9.82,2.36,0.1,0.011,"Ar"
11.8,9.063,0.328,0.467,719.112,1000.093,9.58,2.39,0.1,0.012,"Ar"
11.9,9.116,0.328,0.4678,719.097,1000.09,9.5,2.21,0.11,0.012,"Ar"
12,9.029,0.329,0.4674,720.647,1000.097,9.18,2.25,0.11,0.013,"Ar"
12.1,9.003,0.329,0.4671,720.738,1000.1,9.11,2.31,0.09,0.01,"Ar"
12.2,8.954,0.329,0.4665,721.034,1000.104,8.91,2.27,0.1,0.011,"Ar"
12.3,8.941,0.329,0.4667,721.595,1000.106,8.99,2.38,0.1,0.011,"Ar"
12.4,8.945,0.328,0.4661,720.687,1000.105,8.96,2.38,0.1,0.011,"Ar"
12.5,8.923,0.329,0.4662,721.327,1000.108,8.83,2.38,0.1,0.012,"Ar"
12.6,8.903,0.329,0.466,721.494,1000.11,8.7,2.36,0.1,0.012,"Ar"
12.7,8.88,0.329,0.4664,722.724,1000.112,8.63,2.29,0.09,0.011,"Ar"
12.8,8.892,0.33,0.4672,723.625,1000.112,8.56,2.11,0.09,0.01,"Ar"
12.9,8.851,0.329,0.466,722.874,1000.115,8.42,2.38,0.09,0.011,"Ar"
13,8.904,0.329,0.4665,722.243,1000.112,8.37,2.21,0.08,0.01,"Ar"
13.1,8.844,0.329,0.466,723.025,1000.117,8.28,2.29,0.1,0.012,"Ar"
13.2,8.825,0.329,0.4659,723.309,1000.119,8.44,2.42,0.1,0.011,"Ar"
13.3,8.821,0.33,0.4663,724.03,1000.12,8.37,2.43,0.09,0.01,"Ar"
13.4,8.821,0.329,0.4658,723.244,1000.12,8.34,2.39,0.08,0.01,"Ar"
13.5,8.82,0.329,0.4658,723.187,1000.121,8.28,2.36,0.08,0.01,"Ar"
